date,metric,dq_id,note
2026-08-14,change.followup_7d.pct,DQ-S6,"Inflated by a manual CRM cleanup, not follow-up effort. The old definition counted any row edit, so a sweep of dead quotes reset the activity date on nearly every record. Peak 04-10 Aug (~99%); then a DECAYING residual 11-16 Aug (46 -> 25%) as swept records age out of the 7-day window. Ends 16 Aug because the metric repoints on the 17th. Not a peak to measure a later decline against."
2026-08-14,change.followup_7d.pct,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-14,change.segment.den,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-14,change.segment.num,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-14,change.segment.pct,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-14,change.stalled_30d.count,DQ-S6,"Depressed by the same manual cleanup: the sweep reset activity dates, so genuinely stalled records stopped counting as stalled. Runs to 16 Aug, not 10 Aug — a timestamp reset on 04 Aug is only 12 days old on the 16th, so no swept record can re-enter a >30-day count anywhere in this window. It ends on the 16th only because the metric repoints to a different column on the 17th."
2026-08-14,change.stalled_30d.den,DQ-S6,"Depressed by the same manual cleanup: the sweep reset activity dates, so genuinely stalled records stopped counting as stalled. Runs to 16 Aug, not 10 Aug — a timestamp reset on 04 Aug is only 12 days old on the 16th, so no swept record can re-enter a >30-day count anywhere in this window. It ends on the 16th only because the metric repoints to a different column on the 17th."
2026-08-14,operational.sla_48h.count,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-14,operational.sla_48h.den,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-15,change.followup_7d.den,DQ-S6,"Inflated by a manual CRM cleanup, not follow-up effort. The old definition counted any row edit, so a sweep of dead quotes reset the activity date on nearly every record. Peak 04-10 Aug (~99%); then a DECAYING residual 11-16 Aug (46 -> 25%) as swept records age out of the 7-day window. Ends 16 Aug because the metric repoints on the 17th. Not a peak to measure a later decline against."
2026-08-15,change.followup_7d.den,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-15,change.followup_7d.num,DQ-S6,"Inflated by a manual CRM cleanup, not follow-up effort. The old definition counted any row edit, so a sweep of dead quotes reset the activity date on nearly every record. Peak 04-10 Aug (~99%); then a DECAYING residual 11-16 Aug (46 -> 25%) as swept records age out of the 7-day window. Ends 16 Aug because the metric repoints on the 17th. Not a peak to measure a later decline against."
2026-08-15,change.followup_7d.num,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-15,change.followup_7d.pct,DQ-S6,"Inflated by a manual CRM cleanup, not follow-up effort. The old definition counted any row edit, so a sweep of dead quotes reset the activity date on nearly every record. Peak 04-10 Aug (~99%); then a DECAYING residual 11-16 Aug (46 -> 25%) as swept records age out of the 7-day window. Ends 16 Aug because the metric repoints on the 17th. Not a peak to measure a later decline against."
2026-08-15,change.followup_7d.pct,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-15,change.segment.den,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-15,change.segment.num,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-15,change.segment.pct,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-15,change.stalled_30d.count,DQ-S6,"Depressed by the same manual cleanup: the sweep reset activity dates, so genuinely stalled records stopped counting as stalled. Runs to 16 Aug, not 10 Aug — a timestamp reset on 04 Aug is only 12 days old on the 16th, so no swept record can re-enter a >30-day count anywhere in this window. It ends on the 16th only because the metric repoints to a different column on the 17th."
2026-08-15,change.stalled_30d.den,DQ-S6,"Depressed by the same manual cleanup: the sweep reset activity dates, so genuinely stalled records stopped counting as stalled. Runs to 16 Aug, not 10 Aug — a timestamp reset on 04 Aug is only 12 days old on the 16th, so no swept record can re-enter a >30-day count anywhere in this window. It ends on the 16th only because the metric repoints to a different column on the 17th."
2026-08-15,operational.sla_48h.count,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-15,operational.sla_48h.den,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-16,change.followup_7d.den,DQ-S6,"Inflated by a manual CRM cleanup, not follow-up effort. The old definition counted any row edit, so a sweep of dead quotes reset the activity date on nearly every record. Peak 04-10 Aug (~99%); then a DECAYING residual 11-16 Aug (46 -> 25%) as swept records age out of the 7-day window. Ends 16 Aug because the metric repoints on the 17th. Not a peak to measure a later decline against."
2026-08-16,change.followup_7d.den,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-16,change.followup_7d.num,DQ-S6,"Inflated by a manual CRM cleanup, not follow-up effort. The old definition counted any row edit, so a sweep of dead quotes reset the activity date on nearly every record. Peak 04-10 Aug (~99%); then a DECAYING residual 11-16 Aug (46 -> 25%) as swept records age out of the 7-day window. Ends 16 Aug because the metric repoints on the 17th. Not a peak to measure a later decline against."
2026-08-16,change.followup_7d.num,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-16,change.followup_7d.pct,DQ-S6,"Inflated by a manual CRM cleanup, not follow-up effort. The old definition counted any row edit, so a sweep of dead quotes reset the activity date on nearly every record. Peak 04-10 Aug (~99%); then a DECAYING residual 11-16 Aug (46 -> 25%) as swept records age out of the 7-day window. Ends 16 Aug because the metric repoints on the 17th. Not a peak to measure a later decline against."
2026-08-16,change.followup_7d.pct,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-16,change.segment.den,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-16,change.segment.num,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-16,change.segment.pct,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-16,change.stalled_30d.count,DQ-S6,"Depressed by the same manual cleanup: the sweep reset activity dates, so genuinely stalled records stopped counting as stalled. Runs to 16 Aug, not 10 Aug — a timestamp reset on 04 Aug is only 12 days old on the 16th, so no swept record can re-enter a >30-day count anywhere in this window. It ends on the 16th only because the metric repoints to a different column on the 17th."
2026-08-16,change.stalled_30d.den,DQ-S6,"Depressed by the same manual cleanup: the sweep reset activity dates, so genuinely stalled records stopped counting as stalled. Runs to 16 Aug, not 10 Aug — a timestamp reset on 04 Aug is only 12 days old on the 16th, so no swept record can re-enter a >30-day count anywhere in this window. It ends on the 16th only because the metric repoints to a different column on the 17th."
2026-08-16,operational.sla_48h.count,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-16,operational.sla_48h.den,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-17,change.followup_7d.den,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-17,change.followup_7d.num,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-17,change.followup_7d.pct,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-18,change.followup_7d.den,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-18,change.followup_7d.num,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-18,change.followup_7d.pct,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-19,change.followup_7d.den,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-19,change.followup_7d.num,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-19,change.followup_7d.pct,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-20,change.followup_7d.den,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-20,change.followup_7d.num,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-20,change.followup_7d.pct,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-21,change.followup_7d.den,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-21,change.followup_7d.num,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-21,change.followup_7d.pct,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-22,change.followup_7d.den,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-22,change.followup_7d.num,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-22,change.followup_7d.pct,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-23,change.followup_7d.den,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-23,change.followup_7d.num,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-23,change.followup_7d.pct,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-24,change.followup_7d.den,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-24,change.followup_7d.num,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-24,change.followup_7d.pct,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-25,change.followup_7d.den,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-25,change.followup_7d.num,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-25,change.followup_7d.pct,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-26,change.followup_7d.den,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-26,change.followup_7d.excluded,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-26,change.followup_7d.num,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-26,change.followup_7d.pct,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-26,change.followup_7d.population,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
